Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2018,III,Hyaena hyaena,Mammalia,Carnivora,Hyaenidae,Hyaena,US,TZ,,1,1,trophies,,H,W
2018,III,Proteles cristata,Mammalia,Carnivora,Hyaenidae,Proteles,DE,TZ,,33,33,specimens,,S,W
2018,III,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,RU,TZ,,,1,trophies,,H,W
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,KE,CD,KE,2,,live,,P,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,CN,0.152,,feathers,kg,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,CN,69228,,feathers,,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,CN,88447,,feathers,,T,F
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,GB,18,,feathers,kg,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,GB,12252,,feathers,,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,GB,579,,feathers,,T,W
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,IN,140137,,feathers,,T,F
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,IS,4000,,feathers,,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,IS,48000,,feathers,,T,F
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,KE,,2847.82,feathers,g,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,KE,,258.15,feathers,kg,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,KE,,100008,feathers,,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,US,11,,feathers,kg,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,US,1,,feathers,kg,T,W
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,US,6720,,feathers,,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,US,14388,,feathers,,T,I
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,XX,2213,,feathers,,T,I
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,XX,5880,,feathers,,T,W
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,,,91.46,feathers,g,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,,0.5,66.91,feathers,kg,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,,,112788,feathers,,T,C
2018,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,,,15,live,kg,T,C
2018,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,AT,TZ,,1,1,trophies,,H,W
2018,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,BG,TZ,,1,1,trophies,,H,W
2018,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,US,TZ,,1,1,trophies,,H,W
2019,I,Cercopithecus spp.,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,,1692.8,specimens,,S,W
2019,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,KE,,1,,scales,Number of specimens,P,I
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,TZ,,1,,trophies,Number of specimens,H,W
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,TZ,,,1,trophies,,H,W
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,TZ,,1,1,trophies,,H,W
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,TZ,,2,1,tusks,,H,W
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,TZ,,4,4,trophies,,H,W
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,TZ,,,1,trophies,,H,
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,TZ,,2,,trophies,,P,W
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,KE,,,219,specimens,,S,W
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LV,TZ,,1,1,trophies,,H,W
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,TZ,,1,1,trophies,,H,W
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,1,,jewellery - ivory ,Number of specimens,P,I
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,RW,,3,,jewellery - ivory ,Number of specimens,P,I
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,UG,,,2.42,ivory pieces,kg,S,W
2019,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,UG,,200,,ivory pieces,Number of specimens,S,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AT,TZ,,1,1,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,BG,TZ,,2,4,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DE,TZ,,11,11,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ES,TZ,,4,4,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,FR,TZ,,2,9,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,FR,TZ,,4,,trophies,,P,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,FR,UG,,,1,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,FR,UG,,1,,trophies,,P,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,GB,TZ,,,1,skins,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,GB,TZ,,1,,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,HU,TZ,,2,,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,TZ,,1,1,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,KE,TZ,,1,,trophies,,P,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,LV,TZ,,,1,skins,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,LV,TZ,,,1,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,MX,TZ,,8,5,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,OM,TZ,,,2,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,RO,TZ,,,1,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,RU,TZ,,5,3,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,TZ,ZA,1,,trophies,Number of specimens,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,TZ,,1,,trophies,Number of specimens,H,I
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,TZ,,39,,trophies,Number of specimens,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,US,TZ,,,42,trophies,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ZA,TZ,,,2,bones,,H,W
2019,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,ZA,TZ,,11,10,trophies,,H,W
2019,I,Lygodactylus williamsi,Reptilia,Sauria,Gekkonidae,Lygodactylus,KR,UG,,40,,live,Number of specimens,T,F
2019,I,Balearica pavonina,Aves,Gruiformes,Gruidae,Balearica,AO,CD,,,6,live,,T,W
2019,I,Balearica pavonina,Aves,Gruiformes,Gruidae,Balearica,CN,CD,,,50,live,,T,W
2019,I,Balearica pavonina,Aves,Gruiformes,Gruidae,Balearica,ML,CD,,,20,live,,T,W
2019,I,Gorilla beringei,Mammalia,Primates,Hominidae,Gorilla,CZ,CD,,,796,specimens,,S,W
2019,I,Gorilla beringei,Mammalia,Primates,Hominidae,Gorilla,US,CD,,589,,specimens,g,S,W
2019,I,Gorilla beringei,Mammalia,Primates,Hominidae,Gorilla,US,CD,,130,,specimens,Number of specimens,S,W
2019,I,Gorilla beringei,Mammalia,Primates,Hominidae,Gorilla,US,CD,,,4355,specimens,,S,W
2019,I,Pan paniscus,Mammalia,Primates,Hominidae,Pan,US,CD,,,721,specimens,,S,W
2019,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,DE,TZ,,,43,specimens,ml,S,W
2019,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,DE,UG,,710,710,specimens,g,S,W
2019,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,US,CD,,104,,specimens,g,S,W
2019,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,US,CD,,25,,specimens,Number of specimens,S,W
2019,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,US,CD,,,3432,specimens,,S,W
2019,I,Brachylophus vitiensis,Reptilia,Sauria,Iguanidae,Brachylophus,CA,UG,,,4,live,,B,C
2019,I,Brachylophus vitiensis,Reptilia,Sauria,Iguanidae,Brachylophus,JP,UG,,2,2,live,,Z,C
2019,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,KE,,500,,medicine,g,P,I
2019,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,UG,,,1.54,scales,kg,S,W
2019,I,Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,DE,KE,CZ,21,,specimens,,S,F
2019,I,Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,DE,KE,SD,2,,specimens,,S,O
2019,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,CZ,KE,CZ,1,,skeletons,,S,F
2019,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,CZ,KE,KE,,140,skeletons,kg,S,F
2019,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,CZ,KE,KE,,150,skeletons,kg,S,W
2019,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,CZ,KE,KE,,230,skins,kg,S,W
2019,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,CZ,KE,SD,1,,skeletons,,S,W
2019,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,CZ,KE,SD,1,,skins,,S,W
2019,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,DE,KE,KE,,8,specimens,ml,S,F
2019,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,DE,KE,KE,,10,specimens,ml,S,W
2019,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,IT,KE,CZ,19,,specimens,,S,F
2019,I,Ceratotherium simum cottoni,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,IT,KE,KE,,36,specimens,ml,S,F
2019,I,Malacochersus tornieri,Reptilia,Testudines,Testudinidae,Malacochersus,US,KE,,299,,live,Number of specimens,T,C
2019,I,Malacochersus tornieri,Reptilia,Testudines,Testudinidae,Malacochersus,US,KE,,50,,live,Number of specimens,T,I
2019,I,Passeriformes spp.,Aves,Passeriformes,,,ML,CD,,160,,live,,,
2019,II,Gypohierax angolensis,Aves,Falconiformes,Accipitridae,Gypohierax,AM,CD,,,2,live,,T,W
2019,II,Haliaeetus vocifer,Aves,Falconiformes,Accipitridae,Haliaeetus,AM,CD,,,3,live,,T,W
2019,II,Stephanoaetus coronatus,Aves,Falconiformes,Accipitridae,Stephanoaetus,AM,CD,,,2,live,,T,W
2019,II,Acropora formosa,Anthozoa,Scleractinia,Acroporidae,Acropora,SE,TZ,,73,,specimens,,S,W
2019,II,Balaeniceps rex,Aves,Ciconiiformes,Balaenicipitidae,Balaeniceps,CN,CD,,,20,live,,Z,W
2019,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,US,TZ,,1,,trophies,Number of specimens,H,W
2019,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,US,TZ,,,1,trophies,,H,W
2019,II,Disocactus anguliger,,Caryophyllales,Cactaceae,Disocactus,NL,TZ,,14445,13905,stems,,T,A
2019,II,Epiphyllum pumilum,,Caryophyllales,Cactaceae,Epiphyllum,NL,TZ,,45163,43243,stems,,T,A
2019,II,Lepismium cruciforme,,Caryophyllales,Cactaceae,Lepismium,NL,TZ,,4904,,stems,,T,A
2019,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,NL,TZ,,82270,88075,stems,,T,A
2019,II,Pseudorhipsalis ramulosa,,Caryophyllales,Cactaceae,Pseudorhipsalis,NL,TZ,,38830,73695,stems,,T,A
2019,II,Rhipsalis spp.,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,110000,,live,,T,A
2019,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,120000,live,,T,A
2019,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,30000,stems,,T,A
2019,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,122200,140000,live,,T,A
2019,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,119164,,live,,T,A
2019,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,1369358,1340986,stems,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,AU,KE,,,14000,stems,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,CA,KE,,,14000,stems,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,60000,live,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,75000,stems,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,175000,,live,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,,150000,stems,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,KE,,20000,stems,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,2000,120000,live,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,1000,100000,stems,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,195414,194706,stems,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,US,KE,KE,,18000,stems,,T,A
2019,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,US,KE,,,117000,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,AU,KE,KE,,7000,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,AU,KE,,,14000,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,CA,KE,KE,,10500,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,CA,KE,,,14000,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,120000,live,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,75000,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,220000,,live,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,,150000,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,KE,,20000,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,8000,120000,live,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,KE,,1000,100000,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,68090,,live,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,123567,128358,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,US,KE,KE,,150,leaves,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,US,KE,KE,,103000,stems,,T,A
2019,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,US,KE,,,119000,stems,,T,A
2019,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,60000,live,,T,A
2019,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,30000,stems,,T,A
2019,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,81200,70000,live,,T,A
2019,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,69398,60366,stems,,T,A
2019,II,Rhipsalis crispata,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,3166,2626,stems,,T,A
2019,II,Rhipsalis ewaldiana,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,60000,live,,T,A
2019,II,Rhipsalis ewaldiana,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,30000,stems,,T,A
2019,II,Rhipsalis ewaldiana,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,80000,,live,,T,A
2019,II,Rhipsalis ewaldiana,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,147281,67143,stems,,T,A
2019,II,Rhipsalis mesembryanthemoides,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,60000,live,,T,A
2019,II,Rhipsalis mesembryanthemoides,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,30000,stems,,T,A
2019,II,Rhipsalis mesembryanthemoides,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,90000,,live,,T,A
2019,II,Rhipsalis mesembryanthemoides,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,61690,,live,,T,A
2019,II,Rhipsalis mesembryanthemoides,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,150169,217340,stems,,T,A
2019,II,Rhipsalis paradoxa,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,5145,4605,stems,,T,A
2019,II,Rhipsalis pilocarpa,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,60000,live,,T,A
2019,II,Rhipsalis pilocarpa,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,40000,70000,live,,T,A
2019,II,Rhipsalis pulchra,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,71485,43375,stems,,T,A
2019,II,Rhipsalis teres,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,60000,live,,T,A
2019,II,Rhipsalis teres,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,KE,,60000,stems,,T,A
2019,II,Rhipsalis teres,,Caryophyllales,Cactaceae,Rhipsalis,DK,KE,,170300,70000,live,,T,A
2019,II,Rhipsalis teres,,Caryophyllales,Cactaceae,Rhipsalis,NL,TZ,,73115,67095,stems,,T,A
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,KE,KE,,6,fins,,E,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,KE,OM,6,,fins,,E,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,KE,KE,,6,fins,,E,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,KE,OM,6,,fins,,E,W
2019,II,Allenopithecus nigroviridis,Mammalia,Primates,Cercopithecidae,Allenopithecus,US,CD,,,17,specimens,,S,W
2019,II,Cercocebus agilis,Mammalia,Primates,Cercopithecidae,Cercocebus,US,CD,,,2,specimens,,S,W
2019,II,Cercocebus chrysogaster,Mammalia,Primates,Cercopithecidae,Cercocebus,GH,CD,,,35,live,,T,W
2019,II,Cercocebus chrysogaster,Mammalia,Primates,Cercopithecidae,Cercocebus,ML,CD,,,5,live,,T,W
2019,II,Cercocebus chrysogaster,Mammalia,Primates,Cercopithecidae,Cercocebus,ML,CD,,4,,live,,,
2019,II,Cercocebus chrysogaster,Mammalia,Primates,Cercopithecidae,Cercocebus,PK,CD,,,13,live,,T,W
2019,II,Cercocebus chrysogaster,Mammalia,Primates,Cercopithecidae,Cercocebus,TH,CD,,20,20,live,,T,W
2019,II,Cercopithecus spp.,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,70,,specimens,g,S,W
2019,II,Cercopithecus spp.,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,2,,specimens,Number of specimens,S,W
2019,II,Cercopithecus spp.,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,,28,specimens,,S,W
2019,II,Cercopithecus ascanius,Mammalia,Primates,Cercopithecidae,Cercopithecus,GH,CD,,,45,live,,T,W
2019,II,Cercopithecus ascanius,Mammalia,Primates,Cercopithecidae,Cercopithecus,TH,CD,,10,17,live,,T,W
2019,II,Cercopithecus ascanius,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,,29,specimens,,S,W
2019,II,Cercopithecus ascanius,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,TZ,,62,,specimens,Number of specimens,S,W
2019,II,Cercopithecus denti,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,,3,specimens,,S,W
2019,II,Cercopithecus lhoesti,Mammalia,Primates,Cercopithecidae,Cercopithecus,GH,CD,,,20,live,,T,W
2019,II,Cercopithecus lhoesti,Mammalia,Primates,Cercopithecidae,Cercopithecus,TH,CD,,35,35,live,,T,W
2019,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,TZ,,122,,specimens,Number of specimens,S,W
2019,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,BJ,CD,,6,16,live,,T,W
2019,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,CN,CD,,20,,specimens,,Z,W
2019,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,GH,CD,,,88,live,,T,W
2019,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,ML,CD,,,27,live,,T,W
2019,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,ML,CD,,12,,live,,,
2019,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,OM,CD,,,2,live,,T,W
2019,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,TH,CD,,60,78,live,,T,W
2019,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,UG,,10,,derivatives,,S,C
2019,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,UG,,10,10,live,,Z,C
2019,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,UG,,,100,specimens,ml,S,C
2019,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,GH,CD,,,10,live,,T,W
2019,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,JO,CD,,,15,live,,T,W
2019,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,ML,CD,,,20,live,,T,W
2019,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,ML,CD,,10,,live,,,
2019,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,OM,CD,,,6,live,,T,W
2019,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,PK,CD,,,7,live,,T,W
2019,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,TH,CD,,20,30,live,,T,W
2019,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,,5,specimens,,S,W
2019,II,Cercopithecus wolfi,Mammalia,Primates,Cercopithecidae,Cercopithecus,BJ,CD,,10,10,live,,T,W
2019,II,Cercopithecus wolfi,Mammalia,Primates,Cercopithecidae,Cercopithecus,GH,CD,,,10,live,,T,W
2019,II,Cercopithecus wolfi,Mammalia,Primates,Cercopithecidae,Cercopithecus,TH,CD,,20,34,live,,T,W
2019,II,Chlorocebus pygerythrus,Mammalia,Primates,Cercopithecidae,Chlorocebus,IR,UG,UG,81,,live,,Z,W
2019,II,Chlorocebus pygerythrus,Mammalia,Primates,Cercopithecidae,Chlorocebus,IR,UG,,,81,live,,T,W
2019,II,Chlorocebus pygerythrus,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,UG,,1,,trophies,Number of specimens,H,W
2019,II,Chlorocebus pygerythrus,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,UG,,,1,trophies,,H,W
2019,II,Colobus angolensis,Mammalia,Primates,Cercopithecidae,Colobus,TH,CD,,7,,live,,B,W
2019,II,Colobus angolensis,Mammalia,Primates,Cercopithecidae,Colobus,TH,CD,,8,33,live,,T,W
2019,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,ZA,UG,,15,,derivatives,,S,C
2019,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,ZA,UG,,15,15,live,,Z,C
2019,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,ZA,UG,,,100,specimens,ml,S,C
2019,II,Lophocebus albigena,Mammalia,Primates,Cercopithecidae,Lophocebus,BJ,CD,,4,4,live,,T,W
2019,II,Lophocebus aterrimus,Mammalia,Primates,Cercopithecidae,Lophocebus,BJ,CD,,2,2,live,,T,W
2019,II,Lophocebus aterrimus,Mammalia,Primates,Cercopithecidae,Lophocebus,GH,CD,,,60,live,,T,W
2019,II,Lophocebus aterrimus,Mammalia,Primates,Cercopithecidae,Lophocebus,ML,CD,,,12,live,,T,W
2019,II,Lophocebus aterrimus,Mammalia,Primates,Cercopithecidae,Lophocebus,ML,CD,,14,,live,,,
